Entity,Week,Day,Flights,Day 2019,Flights 2019 (Reference),% vs 2019 (Daily),Day Previous Year,Flights Previous Year
Romania,17,28/4/21,251,1/5/19,478,-47.49%,29/4/20,88
Romania,17,29/4/21,279,2/5/19,547,-48.99%,30/4/20,61
Romania,17,30/4/21,343,3/5/19,560,-38.75%,1/5/20,39
Romania,17,1/5/21,261,4/5/19,451,-42.13%,2/5/20,29
Romania,17,2/5/21,158,5/5/19,508,-68.90%,3/5/20,31
Romania,18,3/5/21,246,6/5/19,536,-54.10%,4/5/20,67
Romania,18,4/5/21,227,7/5/19,508,-55.31%,5/5/20,73
Romania,18,5/5/21,269,8/5/19,570,-52.81%,6/5/20,77
Romania,18,6/5/21,273,9/5/19,583,-53.17%,7/5/20,77
Romania,18,7/5/21,345,10/5/19,577,-40.21%,8/5/20,86
Romania,18,8/5/21,256,11/5/19,451,-43.24%,9/5/20,44
Romania,18,9/5/21,283,12/5/19,504,-43.85%,10/5/20,16
Romania,19,10/5/21,278,13/5/19,547,-49.18%,11/5/20,82
Romania,19,11/5/21,245,14/5/19,518,-52.70%,12/5/20,89
Romania,19,12/5/21,261,15/5/19,520,-49.81%,13/5/20,69
Romania,19,13/5/21,250,16/5/19,507,-50.69%,14/5/20,78
Romania,19,14/5/21,317,17/5/19,595,-46.72%,15/5/20,49
Romania,19,15/5/21,213,18/5/19,434,-50.92%,16/5/20,31
Romania,19,16/5/21,223,19/5/19,505,-55.84%,17/5/20,45
Romania,20,17/5/21,268,20/5/19,541,-50.46%,18/5/20,72
Romania,20,18/5/21,213,21/5/19,544,-60.85%,19/5/20,71
Romania,20,19/5/21,273,22/5/19,548,-50.18%,20/5/20,92
Romania,20,20/5/21,244,23/5/19,540,-54.81%,21/5/20,76
Romania,20,21/5/21,351,24/5/19,573,-38.74%,22/5/20,101
Romania,20,22/5/21,221,25/5/19,456,-51.54%,23/5/20,45
Romania,20,23/5/21,263,26/5/19,504,-47.82%,24/5/20,31
Romania,21,24/5/21,268,27/5/19,553,-51.54%,25/5/20,70
Romania,21,25/5/21,229,28/5/19,552,-58.51%,26/5/20,95
Romania,21,26/5/21,292,29/5/19,535,-45.42%,27/5/20,104
Romania,21,27/5/21,265,30/5/19,563,-52.93%,28/5/20,125
Romania,21,28/5/21,336,31/5/19,572,-41.26%,29/5/20,77
Romania,21,29/5/21,231,1/6/19,468,-50.64%,30/5/20,34
Romania,21,30/5/21,246,2/6/19,535,-54.02%,31/5/20,37
Romania,22,31/5/21,292,3/6/19,582,-49.83%,1/6/20,48
Romania,22,1/6/21,262,4/6/19,560,-53.21%,2/6/20,68
Romania,22,2/6/21,325,5/6/19,568,-42.78%,3/6/20,113
Romania,22,3/6/21,320,6/6/19,560,-42.86%,4/6/20,102
Romania,22,4/6/21,414,7/6/19,591,-29.95%,5/6/20,89
Romania,22,5/6/21,308,8/6/19,447,-31.10%,6/6/20,43
Romania,22,6/6/21,331,9/6/19,521,-36.47%,7/6/20,36
Romania,23,7/6/21,356,10/6/19,580,-38.62%,8/6/20,47
Romania,23,8/6/21,293,11/6/19,591,-50.42%,9/6/20,93
Romania,23,9/6/21,331,12/6/19,589,-43.80%,10/6/20,108
Romania,23,10/6/21,375,13/6/19,629,-40.38%,11/6/20,99
Romania,23,11/6/21,427,14/6/19,643,-33.59%,12/6/20,102
Romania,23,12/6/21,349,15/6/19,499,-30.06%,13/6/20,43
Romania,23,13/6/21,357,16/6/19,525,-32.00%,14/6/20,33
Romania,24,14/6/21,404,17/6/19,607,-33.44%,15/6/20,86
Romania,24,15/6/21,364,18/6/19,619,-41.20%,16/6/20,106
Romania,24,16/6/21,396,19/6/19,629,-37.04%,17/6/20,118
Romania,24,17/6/21,412,20/6/19,623,-33.87%,18/6/20,122
Romania,24,18/6/21,462,21/6/19,644,-28.26%,19/6/20,148
Romania,24,19/6/21,387,22/6/19,498,-22.29%,20/6/20,85
Romania,24,20/6/21,382,23/6/19,549,-30.42%,21/6/20,85
Romania,25,21/6/21,418,24/6/19,635,-34.17%,22/6/20,152
Romania,25,22/6/21,375,25/6/19,608,-38.32%,23/6/20,182
Romania,25,23/6/21,436,26/6/19,595,-26.72%,24/6/20,182
Romania,25,24/6/21,371,27/6/19,618,-39.97%,25/6/20,198
Romania,25,25/6/21,517,28/6/19,621,-16.75%,26/6/20,196
Romania,25,26/6/21,409,29/6/19,486,-15.84%,27/6/20,102
Romania,25,27/6/21,385,30/6/19,527,-26.94%,28/6/20,133
Romania,26,28/6/21,472,1/7/19,629,-24.96%,29/6/20,148
Romania,26,29/6/21,375,2/7/19,615,-39.02%,30/6/20,173
Romania,26,30/6/21,413,3/7/19,619,-33.28%,1/7/20,248
Romania,26,1/7/21,408,4/7/19,647,-36.94%,2/7/20,217
Romania,26,2/7/21,477,5/7/19,645,-26.05%,3/7/20,241
Romania,26,3/7/21,431,6/7/19,506,-14.82%,4/7/20,135
Romania,26,4/7/21,433,7/7/19,539,-19.67%,5/7/20,169
Romania,27,5/7/21,466,8/7/19,644,-27.64%,6/7/20,227
Romania,27,6/7/21,429,9/7/19,622,-31.03%,7/7/20,247
Romania,27,7/7/21,472,10/7/19,595,-20.67%,8/7/20,289
Romania,27,8/7/21,458,11/7/19,630,-27.30%,9/7/20,278
Romania,27,9/7/21,475,12/7/19,634,-25.08%,10/7/20,286
Romania,27,10/7/21,442,13/7/19,500,-11.60%,11/7/20,200
Romania,27,11/7/21,436,14/7/19,529,-17.58%,12/7/20,232
Romania,28,12/7/21,483,15/7/19,626,-22.84%,13/7/20,260
Romania,28,13/7/21,432,16/7/19,599,-27.88%,14/7/20,256
Romania,28,14/7/21,469,17/7/19,585,-19.83%,15/7/20,306
Romania,28,15/7/21,456,18/7/19,628,-27.39%,16/7/20,276
Romania,28,16/7/21,467,19/7/19,622,-24.92%,17/7/20,298
Romania,28,17/7/21,432,20/7/19,508,-14.96%,18/7/20,204
Romania,28,18/7/21,454,21/7/19,544,-16.54%,19/7/20,228
Romania,29,19/7/21,493,22/7/19,628,-21.50%,20/7/20,281
Romania,29,20/7/21,461,23/7/19,609,-24.30%,21/7/20,279
Romania,29,21/7/21,483,24/7/19,598,-19.23%,22/7/20,270
Romania,29,22/7/21,485,25/7/19,616,-21.27%,23/7/20,297
Romania,29,23/7/21,512,26/7/19,641,-20.12%,24/7/20,293
Romania,29,24/7/21,460,27/7/19,490,-6.12%,25/7/20,197
Romania,29,25/7/21,491,28/7/19,545,-9.91%,26/7/20,231
Romania,30,26/7/21,474,29/7/19,628,-24.52%,27/7/20,267
Romania,30,27/7/21,456,30/7/19,612,-25.49%,28/7/20,272
Romania,30,28/7/21,486,31/7/19,603,-19.40%,29/7/20,266
Romania,30,29/7/21,497,1/8/19,631,-21.24%,30/7/20,283
Romania,30,30/7/21,517,2/8/19,638,-18.97%,31/7/20,282
Romania,30,31/7/21,469,3/8/19,527,-11.01%,1/8/20,242
Romania,30,1/8/21,486,4/8/19,566,-14.13%,2/8/20,286
Romania,31,2/8/21,530,5/8/19,644,-17.70%,3/8/20,302
Romania,31,3/8/21,454,6/8/19,614,-26.06%,4/8/20,296
Romania,31,4/8/21,492,7/8/19,595,-17.31%,5/8/20,321
Romania,31,5/8/21,482,8/8/19,631,-23.61%,6/8/20,270
Romania,31,6/8/21,528,9/8/19,636,-16.98%,7/8/20,332
Romania,31,7/8/21,449,10/8/19,497,-9.66%,8/8/20,264
Romania,31,8/8/21,484,11/8/19,551,-12.16%,9/8/20,277
Romania,32,9/8/21,509,12/8/19,620,-17.90%,10/8/20,294
Romania,32,10/8/21,454,13/8/19,600,-24.33%,11/8/20,259
Romania,32,11/8/21,496,14/8/19,600,-17.33%,12/8/20,288
Romania,32,12/8/21,491,15/8/19,554,-11.37%,13/8/20,276
Romania,32,13/8/21,522,16/8/19,607,-14.00%,14/8/20,306
Romania,32,14/8/21,471,17/8/19,503,-6.36%,15/8/20,238
Romania,32,15/8/21,495,18/8/19,554,-10.65%,16/8/20,266
Romania,33,16/8/21,499,19/8/19,629,-20.67%,17/8/20,314
Romania,33,17/8/21,467,20/8/19,618,-24.43%,18/8/20,274
Romania,33,18/8/21,478,21/8/19,619,-22.78%,19/8/20,267
Romania,33,19/8/21,466,22/8/19,626,-25.56%,20/8/20,274
Romania,33,20/8/21,531,23/8/19,651,-18.43%,21/8/20,318
Romania,33,21/8/21,475,24/8/19,520,-8.65%,22/8/20,253
Romania,33,22/8/21,507,25/8/19,565,-10.27%,23/8/20,255
Romania,34,23/8/21,531,26/8/19,633,-16.11%,24/8/20,323
Romania,34,24/8/21,452,27/8/19,605,-25.29%,25/8/20,272
Romania,34,25/8/21,515,28/8/19,631,-18.38%,26/8/20,274
Romania,34,26/8/21,502,29/8/19,635,-20.94%,27/8/20,261
Romania,34,27/8/21,535,30/8/19,647,-17.31%,28/8/20,313
Romania,34,28/8/21,455,31/8/19,502,-9.36%,29/8/20,256
Romania,34,29/8/21,517,1/9/19,543,-4.79%,30/8/20,276
Romania,35,30/8/21,527,2/9/19,626,-15.81%,31/8/20,320
Romania,35,31/8/21,467,3/9/19,594,-21.38%,1/9/20,283
Romania,35,1/9/21,510,4/9/19,614,-16.94%,2/9/20,289
Romania,35,2/9/21,519,5/9/19,618,-16.02%,3/9/20,278
Romania,35,3/9/21,529,6/9/19,641,-17.47%,4/9/20,325
Romania,35,4/9/21,469,7/9/19,505,-7.13%,5/9/20,243
Romania,35,5/9/21,497,8/9/19,548,-9.31%,6/9/20,268
Romania,36,6/9/21,533,9/9/19,624,-14.58%,7/9/20,331
Romania,36,7/9/21,451,10/9/19,597,-24.46%,8/9/20,269
Romania,36,8/9/21,515,11/9/19,594,-13.30%,9/9/20,258
Romania,36,9/9/21,515,12/9/19,618,-16.67%,10/9/20,252
Romania,36,10/9/21,550,13/9/19,630,-12.70%,11/9/20,328
Romania,36,11/9/21,473,14/9/19,492,-3.86%,12/9/20,220
Romania,36,12/9/21,489,15/9/19,556,-12.05%,13/9/20,262
Romania,37,13/9/21,503,16/9/19,615,-18.21%,14/9/20,295
Romania,37,14/9/21,434,17/9/19,568,-23.59%,15/9/20,261
Romania,37,15/9/21,478,18/9/19,606,-21.12%,16/9/20,255
Romania,37,16/9/21,459,19/9/19,621,-26.09%,17/9/20,241
Romania,37,17/9/21,539,20/9/19,630,-14.44%,18/9/20,342
Romania,37,18/9/21,462,21/9/19,487,-5.13%,19/9/20,206
Romania,37,19/9/21,486,22/9/19,545,-10.83%,20/9/20,262
Romania,38,20/9/21,509,23/9/19,610,-16.56%,21/9/20,293
Romania,38,21/9/21,419,24/9/19,552,-24.09%,22/9/20,258
Romania,38,22/9/21,439,25/9/19,585,-24.96%,23/9/20,242
Romania,38,23/9/21,473,26/9/19,587,-19.42%,24/9/20,209
Romania,38,24/9/21,521,27/9/19,603,-13.60%,25/9/20,337
Romania,38,25/9/21,419,28/9/19,460,-8.91%,26/9/20,208
Romania,38,26/9/21,464,29/9/19,523,-11.28%,27/9/20,229
Romania,39,27/9/21,481,30/9/19,603,-20.23%,28/9/20,282
Romania,39,28/9/21,403,1/10/19,544,-25.92%,29/9/20,220
Romania,39,29/9/21,471,2/10/19,550,-14.36%,30/9/20,241
Romania,39,30/9/21,459,3/10/19,538,-14.68%,1/10/20,226
Romania,39,1/10/21,492,4/10/19,559,-11.99%,2/10/20,297
Romania,39,2/10/21,395,5/10/19,447,-11.63%,3/10/20,184
Romania,39,3/10/21,438,6/10/19,517,-15.28%,4/10/20,226
Romania,40,4/10/21,454,7/10/19,547,-17.00%,5/10/20,264
Romania,40,5/10/21,379,8/10/19,518,-26.83%,6/10/20,226
Romania,40,6/10/21,431,9/10/19,509,-15.32%,7/10/20,235
Romania,40,7/10/21,427,10/10/19,554,-22.92%,8/10/20,214
Romania,40,8/10/21,469,11/10/19,570,-17.72%,9/10/20,280
Romania,40,9/10/21,367,12/10/19,432,-15.05%,10/10/20,189
Romania,40,10/10/21,426,13/10/19,500,-14.80%,11/10/20,210
Romania,41,11/10/21,446,14/10/19,545,-18.17%,12/10/20,277
Romania,41,12/10/21,362,15/10/19,538,-32.71%,13/10/20,187
Romania,41,13/10/21,396,16/10/19,527,-24.86%,14/10/20,229
Romania,41,14/10/21,413,17/10/19,547,-24.50%,15/10/20,220
Romania,41,15/10/21,443,18/10/19,560,-20.89%,16/10/20,298
Romania,41,16/10/21,375,19/10/19,434,-13.59%,17/10/20,181
Romania,41,17/10/21,405,20/10/19,507,-20.12%,18/10/20,213
Romania,42,18/10/21,436,21/10/19,546,-20.15%,19/10/20,256
Romania,42,19/10/21,355,22/10/19,535,-33.64%,20/10/20,200
Romania,42,20/10/21,405,23/10/19,555,-27.03%,21/10/20,195
Romania,42,21/10/21,406,24/10/19,558,-27.24%,22/10/20,211
Romania,42,22/10/21,462,25/10/19,561,-17.65%,23/10/20,290
Romania,42,23/10/21,373,26/10/19,419,-10.98%,24/10/20,174
Romania,42,24/10/21,389,27/10/19,464,-16.16%,25/10/20,228
Romania,43,25/10/21,407,28/10/19,518,-21.43%,26/10/20,251
Romania,43,26/10/21,341,29/10/19,495,-31.11%,27/10/20,198
Romania,43,27/10/21,381,30/10/19,522,-27.01%,28/10/20,224
Romania,43,28/10/21,406,31/10/19,458,-11.35%,29/10/20,208
Romania,43,29/10/21,461,1/11/19,531,-13.18%,30/10/20,278
Romania,43,30/10/21,364,2/11/19,380,-4.21%,31/10/20,153
Romania,43,31/10/21,386,3/11/19,472,-18.22%,1/11/20,226
Romania,44,1/11/21,441,4/11/19,491,-10.18%,2/11/20,181
Romania,44,2/11/21,339,5/11/19,485,-30.10%,3/11/20,170
Romania,44,3/11/21,365,6/11/19,492,-25.81%,4/11/20,187
Romania,44,4/11/21,366,7/11/19,466,-21.46%,5/11/20,169
Romania,44,5/11/21,449,8/11/19,533,-15.76%,6/11/20,226
Romania,44,6/11/21,326,9/11/19,386,-15.54%,7/11/20,132
Romania,44,7/11/21,346,10/11/19,454,-23.79%,8/11/20,187
Romania,45,8/11/21,411,11/11/19,500,-17.80%,9/11/20,155
Romania,45,9/11/21,314,12/11/19,472,-33.47%,10/11/20,116
Romania,45,10/11/21,346,13/11/19,466,-25.75%,11/11/20,151
Romania,45,11/11/21,320,14/11/19,445,-28.09%,12/11/20,154
Romania,45,12/11/21,433,15/11/19,523,-17.21%,13/11/20,181
Romania,45,13/11/21,292,16/11/19,381,-23.36%,14/11/20,96
Romania,45,14/11/21,328,17/11/19,460,-28.70%,15/11/20,151
Romania,46,15/11/21,368,18/11/19,515,-28.54%,16/11/20,125
Romania,46,16/11/21,302,19/11/19,435,-30.57%,17/11/20,110
Romania,46,17/11/21,311,20/11/19,491,-36.66%,18/11/20,132
Romania,46,18/11/21,288,21/11/19,449,-35.86%,19/11/20,154
Romania,46,19/11/21,401,22/11/19,533,-24.77%,20/11/20,170
Romania,46,20/11/21,275,23/11/19,381,-27.82%,21/11/20,62
Romania,46,21/11/21,306,24/11/19,453,-32.45%,22/11/20,131
Romania,47,22/11/21,354,25/11/19,483,-26.71%,23/11/20,131
Romania,47,23/11/21,266,26/11/19,471,-43.52%,24/11/20,117
Romania,47,24/11/21,278,27/11/19,477,-41.72%,25/11/20,137
Romania,47,25/11/21,296,28/11/19,468,-36.75%,26/11/20,132
Romania,47,26/11/21,434,29/11/19,543,-20.07%,27/11/20,192
Romania,47,27/11/21,271,30/11/19,399,-32.08%,28/11/20,84
Romania,47,28/11/21,323,1/12/19,457,-29.32%,29/11/20,136
Romania,48,29/11/21,347,2/12/19,508,-31.69%,30/11/20,82
Romania,48,30/11/21,247,3/12/19,467,-47.11%,1/12/20,90
Romania,48,1/12/21,271,4/12/19,483,-43.89%,2/12/20,143
Romania,48,2/12/21,269,5/12/19,465,-42.15%,3/12/20,138
Romania,48,3/12/21,410,6/12/19,525,-21.90%,4/12/20,195
Romania,48,4/12/21,290,7/12/19,396,-26.77%,5/12/20,100
Romania,48,5/12/21,336,8/12/19,454,-25.99%,6/12/20,155
Romania,49,6/12/21,360,9/12/19,492,-26.83%,7/12/20,155
Romania,49,7/12/21,262,10/12/19,467,-43.90%,8/12/20,115
Romania,49,8/12/21,297,11/12/19,487,-39.01%,9/12/20,184
Romania,49,9/12/21,292,12/12/19,478,-38.91%,10/12/20,169
Romania,49,10/12/21,404,13/12/19,532,-24.06%,11/12/20,223
Romania,49,11/12/21,316,14/12/19,399,-20.80%,12/12/20,139
Romania,49,12/12/21,339,15/12/19,468,-27.56%,13/12/20,162
Romania,50,13/12/21,402,16/12/19,522,-22.99%,14/12/20,180
Romania,50,14/12/21,340,17/12/19,499,-31.86%,15/12/20,165
Romania,50,15/12/21,394,18/12/19,541,-27.17%,16/12/20,205
Romania,50,16/12/21,414,19/12/19,534,-22.47%,17/12/20,271
Romania,50,17/12/21,490,20/12/19,541,-9.43%,18/12/20,347
Romania,50,18/12/21,407,21/12/19,453,-10.15%,19/12/20,213
Romania,50,19/12/21,426,22/12/19,494,-13.77%,20/12/20,269
Romania,51,20/12/21,473,23/12/19,525,-9.90%,21/12/20,269
Romania,51,21/12/21,407,24/12/19,374,8.82%,22/12/20,181
Romania,51,22/12/21,501,25/12/19,225,122.67%,23/12/20,214
Romania,51,23/12/21,464,26/12/19,383,21.15%,24/12/20,125
Romania,51,24/12/21,381,27/12/19,505,-24.55%,25/12/20,33
Romania,51,25/12/21,163,28/12/19,406,-59.85%,26/12/20,87
Romania,51,26/12/21,366,29/12/19,457,-19.91%,27/12/20,161
Romania,52,27/12/21,432,30/12/19,465,-7.10%,28/12/20,194
Romania,52,28/12/21,368,31/12/19,331,11.18%,29/12/20,123
Romania,52,29/12/21,437,1/1/20,296,47.64%,30/12/20,155
Romania,52,30/12/21,385,2/1/20,432,-10.88%,31/12/20,37
Romania,52,31/12/21,271,3/1/20,500,-45.80%,1/1/21,39
Serbia & Montenegro,53,1/1/21,58,4/1/19,207,-71.98%,3/1/20,221
Serbia & Montenegro,53,2/1/21,75,5/1/19,178,-57.87%,4/1/20,182
Serbia & Montenegro,53,3/1/21,109,6/1/19,192,-43.23%,5/1/20,213
Serbia & Montenegro,1,4/1/21,105,7/1/19,187,-43.85%,6/1/20,232
Serbia & Montenegro,1,5/1/21,64,8/1/19,199,-67.84%,7/1/20,186
Serbia & Montenegro,1,6/1/21,62,9/1/19,159,-61.01%,8/1/20,209
Serbia & Montenegro,1,7/1/21,47,10/1/19,183,-74.32%,9/1/20,203
Serbia & Montenegro,1,8/1/21,122,11/1/19,216,-43.52%,10/1/20,253
Serbia & Montenegro,1,9/1/21,78,12/1/19,181,-56.91%,11/1/20,180
Serbia & Montenegro,1,10/1/21,99,13/1/19,198,-50.00%,12/1/20,197
Serbia & Montenegro,2,11/1/21,111,14/1/19,180,-38.33%,13/1/20,202
Serbia & Montenegro,2,12/1/21,49,15/1/19,179,-72.63%,14/1/20,161
Serbia & Montenegro,2,13/1/21,66,16/1/19,196,-66.33%,15/1/20,141
Serbia & Montenegro,2,14/1/21,81,17/1/19,179,-54.75%,16/1/20,184
Serbia & Montenegro,2,15/1/21,123,18/1/19,209,-41.15%,17/1/20,222
Serbia & Montenegro,2,16/1/21,68,19/1/19,163,-58.28%,18/1/20,161
Serbia & Montenegro,2,17/1/21,91,20/1/19,181,-49.72%,19/1/20,199
Serbia & Montenegro,3,18/1/21,97,21/1/19,188,-48.40%,20/1/20,208
Serbia & Montenegro,3,19/1/21,41,22/1/19,178,-76.97%,21/1/20,198
Serbia & Montenegro,3,20/1/21,64,23/1/19,176,-63.64%,22/1/20,204
Serbia & Montenegro,3,21/1/21,73,24/1/19,181,-59.67%,23/1/20,204
Serbia & Montenegro,3,22/1/21,111,25/1/19,185,-40.00%,24/1/20,231
Serbia & Montenegro,3,23/1/21,51,26/1/19,149,-65.77%,25/1/20,149
Serbia & Montenegro,3,24/1/21,74,27/1/19,176,-57.95%,26/1/20,193
Serbia & Montenegro,4,25/1/21,93,28/1/19,165,-43.64%,27/1/20,217
Serbia & Montenegro,4,26/1/21,64,29/1/19,186,-65.59%,28/1/20,186
Serbia & Montenegro,4,27/1/21,58,30/1/19,180,-67.78%,29/1/20,203
Serbia & Montenegro,4,28/1/21,94,31/1/19,178,-47.19%,30/1/20,203
Serbia & Montenegro,4,29/1/21,116,1/2/19,203,-42.86%,31/1/20,249
Serbia & Montenegro,4,30/1/21,57,2/2/19,161,-64.60%,1/2/20,161
Serbia & Montenegro,4,31/1/21,78,3/2/19,186,-58.06%,2/2/20,200
Serbia & Montenegro,5,1/2/21,88,4/2/19,175,-49.71%,3/2/20,212
Serbia & Montenegro,5,2/2/21,53,5/2/19,172,-69.19%,4/2/20,185
Serbia & Montenegro,5,3/2/21,76,6/2/19,169,-55.03%,5/2/20,182
Serbia & Montenegro,5,4/2/21,78,7/2/19,188,-58.51%,6/2/20,197
Serbia & Montenegro,5,5/2/21,121,8/2/19,200,-39.50%,7/2/20,232
Serbia & Montenegro,5,6/2/21,54,9/2/19,162,-66.67%,8/2/20,153
Serbia & Montenegro,5,7/2/21,80,10/2/19,190,-57.89%,9/2/20,189
Serbia & Montenegro,6,8/2/21,82,11/2/19,182,-54.95%,10/2/20,202
Serbia & Montenegro,6,9/2/21,57,12/2/19,172,-66.86%,11/2/20,190
Serbia & Montenegro,6,10/2/21,72,13/2/19,187,-61.50%,12/2/20,213
Serbia & Montenegro,6,11/2/21,66,14/2/19,193,-65.80%,13/2/20,213
Serbia & Montenegro,6,12/2/21,122,15/2/19,209,-41.63%,14/2/20,234
Serbia & Montenegro,6,13/2/21,76,16/2/19,170,-55.29%,15/2/20,151
Serbia & Montenegro,6,14/2/21,76,17/2/19,186,-59.14%,16/2/20,198
Serbia & Montenegro,7,15/2/21,100,18/2/19,181,-44.75%,17/2/20,220
Serbia & Montenegro,7,16/2/21,55,19/2/19,183,-69.95%,18/2/20,210
Serbia & Montenegro,7,17/2/21,94,20/2/19,189,-50.26%,19/2/20,235
Serbia & Montenegro,7,18/2/21,92,21/2/19,196,-53.06%,20/2/20,202
Serbia & Montenegro,7,19/2/21,139,22/2/19,205,-32.20%,21/2/20,252
Serbia & Montenegro,7,20/2/21,62,23/2/19,160,-61.25%,22/2/20,163
Serbia & Montenegro,7,21/2/21,91,24/2/19,192,-52.60%,23/2/20,203
Serbia & Montenegro,8,22/2/21,104,25/2/19,199,-47.74%,24/2/20,233
Serbia & Montenegro,8,23/2/21,72,26/2/19,183,-60.66%,25/2/20,209
Serbia & Montenegro,8,24/2/21,63,27/2/19,179,-64.80%,26/2/20,204
Serbia & Montenegro,8,25/2/21,67,28/2/19,188,-64.36%,27/2/20,207
Serbia & Montenegro,8,26/2/21,131,1/3/19,195,-32.82%,28/2/20,233
Serbia & Montenegro,8,27/2/21,71,2/3/19,164,-56.71%,29/2/20,172
Serbia & Montenegro,8,28/2/21,83,3/3/19,198,-58.08%,1/3/20,202
Serbia & Montenegro,9,1/3/21,112,4/3/19,178,-37.08%,2/3/20,220
Serbia & Montenegro,9,2/3/21,67,5/3/19,180,-62.78%,3/3/20,189
Serbia & Montenegro,9,3/3/21,83,6/3/19,192,-56.77%,4/3/20,198
Serbia & Montenegro,9,4/3/21,84,7/3/19,198,-57.58%,5/3/20,205
Serbia & Montenegro,9,5/3/21,124,8/3/19,205,-39.51%,6/3/20,224
Serbia & Montenegro,9,6/3/21,89,9/3/19,157,-43.31%,7/3/20,143
Serbia & Montenegro,9,7/3/21,103,10/3/19,189,-45.50%,8/3/20,196
Serbia & Montenegro,10,8/3/21,115,11/3/19,187,-38.50%,9/3/20,202
Serbia & Montenegro,10,9/3/21,64,12/3/19,182,-64.84%,10/3/20,191
Serbia & Montenegro,10,10/3/21,86,13/3/19,179,-51.96%,11/3/20,192
Serbia & Montenegro,10,11/3/21,61,14/3/19,193,-68.39%,12/3/20,193
Serbia & Montenegro,10,12/3/21,132,15/3/19,214,-38.32%,13/3/20,217
Serbia & Montenegro,10,13/3/21,57,16/3/19,163,-65.03%,14/3/20,139
Serbia & Montenegro,10,14/3/21,91,17/3/19,194,-53.09%,15/3/20,175
Serbia & Montenegro,11,15/3/21,91,18/3/19,193,-52.85%,16/3/20,158
Serbia & Montenegro,11,16/3/21,85,19/3/19,184,-53.80%,17/3/20,85
Serbia & Montenegro,11,17/3/21,73,20/3/19,182,-59.89%,18/3/20,84
Serbia & Montenegro,11,18/3/21,83,21/3/19,191,-56.54%,19/3/20,77
Serbia & Montenegro,11,19/3/21,125,22/3/19,210,-40.48%,20/3/20,41
Serbia & Montenegro,11,20/3/21,76,23/3/19,163,-53.37%,21/3/20,23
Serbia & Montenegro,11,21/3/21,96,24/3/19,193,-50.26%,22/3/20,25
Serbia & Montenegro,12,22/3/21,94,25/3/19,209,-55.02%,23/3/20,28
Serbia & Montenegro,12,23/3/21,77,26/3/19,204,-62.25%,24/3/20,30
Serbia & Montenegro,12,24/3/21,82,27/3/19,178,-53.93%,25/3/20,16
Serbia & Montenegro,12,25/3/21,101,28/3/19,193,-47.67%,26/3/20,32
Serbia & Montenegro,12,26/3/21,144,29/3/19,212,-32.08%,27/3/20,31
Serbia & Montenegro,12,27/3/21,90,30/3/19,158,-43.04%,28/3/20,13
Serbia & Montenegro,12,28/3/21,105,31/3/19,224,-53.13%,29/3/20,11
Serbia & Montenegro,13,29/3/21,135,1/4/19,224,-39.73%,30/3/20,23
Serbia & Montenegro,13,30/3/21,102,2/4/19,215,-52.56%,31/3/20,23
Serbia & Montenegro,13,31/3/21,99,3/4/19,235,-57.87%,1/4/20,26
Serbia & Montenegro,13,1/4/21,129,4/4/19,209,-38.28%,2/4/20,30
Serbia & Montenegro,13,2/4/21,158,5/4/19,238,-33.61%,3/4/20,45
Serbia & Montenegro,13,3/4/21,60,6/4/19,197,-69.54%,4/4/20,26
Serbia & Montenegro,13,4/4/21,110,7/4/19,231,-52.38%,5/4/20,8
Serbia & Montenegro,14,5/4/21,121,8/4/19,217,-44.24%,6/4/20,16
Serbia & Montenegro,14,6/4/21,80,9/4/19,214,-62.62%,7/4/20,13
Serbia & Montenegro,14,7/4/21,92,10/4/19,219,-57.99%,8/4/20,24
Serbia & Montenegro,14,8/4/21,93,11/4/19,220,-57.73%,9/4/20,42
Serbia & Montenegro,14,9/4/21,167,12/4/19,256,-34.77%,10/4/20,21
Serbia & Montenegro,14,10/4/21,80,13/4/19,212,-62.26%,11/4/20,7
Serbia & Montenegro,14,11/4/21,111,14/4/19,238,-53.36%,12/4/20,14
Serbia & Montenegro,15,12/4/21,127,15/4/19,230,-44.78%,13/4/20,27
Serbia & Montenegro,15,13/4/21,82,16/4/19,223,-63.23%,14/4/20,25
Serbia & Montenegro,15,14/4/21,93,17/4/19,244,-61.89%,15/4/20,27
Serbia & Montenegro,15,15/4/21,93,18/4/19,242,-61.57%,16/4/20,26
Serbia & Montenegro,15,16/4/21,158,19/4/19,249,-36.55%,17/4/20,22
Serbia & Montenegro,15,17/4/21,80,20/4/19,208,-61.54%,18/4/20,17
Serbia & Montenegro,15,18/4/21,108,21/4/19,246,-56.10%,19/4/20,4
Serbia & Montenegro,16,19/4/21,126,22/4/19,224,-43.75%,20/4/20,21
Serbia & Montenegro,16,20/4/21,97,23/4/19,238,-59.24%,21/4/20,19
Serbia & Montenegro,16,21/4/21,107,24/4/19,236,-54.66%,22/4/20,30
Serbia & Montenegro,16,22/4/21,104,25/4/19,238,-56.30%,23/4/20,35
Serbia & Montenegro,16,23/4/21,177,26/4/19,250,-29.20%,24/4/20,36
Serbia & Montenegro,16,24/4/21,101,27/4/19,222,-54.50%,25/4/20,16
Serbia & Montenegro,16,25/4/21,114,28/4/19,259,-55.98%,26/4/20,20
Serbia & Montenegro,17,26/4/21,121,29/4/19,233,-48.07%,27/4/20,24
